Rank,TeamId,TeamName,LastSubmissionDate,Score,SubmissionCount,TeamMemberUserNames
8240,13406890,"mahgoub hany","2025-02-26 21:12:12",0.77511,1,mahgoubhany
8241,13406984,"Darya Zhukova","2025-02-26 21:40:01",0.77511,1,dszhuk
8242,781564,"Manish Sharma","2025-02-26 21:42:36",0.77511,2,iammangod96
8243,13390973,"Ruben Ispiryan","2025-03-01 21:43:18",0.77511,14,rubenispiryan
8244,13407123,"Theras Vull","2025-02-26 22:30:09",0.77511,1,therasvull
8245,13407162,"Kyu Lee #3","2025-02-26 22:41:42",0.77511,1,kyuuuuu
8246,13407121,"Fatma Nur Sakal","2025-02-26 23:09:18",0.77511,10,fatmanursakal
8247,13407280,nyantic,"2025-02-26 23:23:38",0.77511,1,nyantic
8248,13407302,"Yuvanesh Anand","2025-02-26 23:36:38",0.77511,3,yuvaneshanand
8249,13407433,Zunku3,"2025-02-27 00:33:10",0.77511,1,zunku3
8250,868028,YongDamKim,"2025-02-27 01:24:10",0.77511,1,emphymachine
8251,13407577,"Minyoung Baek","2025-02-27 01:31:46",0.77511,1,kevvnbk
8252,13407666,"Matheus Bozelli","2025-02-27 01:55:17",0.77511,1,matheusbozelli
8253,13407700,"Karena Qian","2025-02-27 02:02:52",0.77511,1,karenaqian
8254,13407790,Eugen100,"2025-02-27 02:24:21",0.77511,1,eugen100
8255,13407800,"Xiaolu LUO","2025-02-27 02:59:08",0.77511,3,xiaoluluo
8256,13407814,wythend,"2025-02-27 02:30:39",0.77511,1,wythend
8257,13407962,"Jeongbin noh","2025-02-27 03:14:48",0.77511,1,jeongbinnoh
8258,13407997,Spongeeee,"2025-02-27 03:27:43",0.77511,1,ruipengyu
8259,13408127,"Benjamin #18","2025-02-27 06:01:51",0.77511,3,tongkitmin
8260,13408165,"Onur Karasurmeli","2025-02-27 04:15:32",0.77511,1,onurkarasurmeli
8261,13408202,"lucky #10","2025-02-27 04:26:10",0.77511,1,luckya11
8262,13408218,"VALENCIEN SEOW ","2025-02-27 04:33:19",0.77511,1,valencienseow
8263,13408248,"Jason Ani","2025-02-27 04:42:25",0.77511,1,jasonani
8264,13408377,vmcwolf,"2025-02-27 05:14:56",0.77511,1,vmcwolf
8265,13408404,Harsh@1809,"2025-02-27 05:19:45",0.77511,1,harsh1809
8266,13408442,MrKmsuia,"2025-02-27 05:27:07",0.77511,1,mrkmsuia
8267,13408473,Utiliz_Tolog,"2025-02-27 05:33:56",0.77511,1,rudispresence
8268,13408498,APST04,"2025-02-27 05:42:04",0.77511,1,apst04
8269,13408506,A1azure,"2025-02-27 05:45:43",0.77511,2,a1azure
8270,13408527,zhangshuosc,"2025-02-27 05:49:55",0.77511,1,zhangshuosc
8271,13408748,JunminXu,"2025-02-27 06:41:12",0.77511,1,junminxu
8272,13408805,jerry_L27,"2025-02-27 06:50:47",0.77511,1,jerryl27
8273,13408855,"Providential Synnah","2025-02-27 07:01:17",0.77511,1,providentialsynnah
8274,13408918,"Hoàng Hải Long","2025-02-27 07:15:03",0.77511,1,honghilong
8275,13409115,"Selasie Kpekpena","2025-02-27 07:54:20",0.77511,1,selasiekpekpena
8276,13409136,Nirnava23,"2025-02-27 08:00:47",0.77511,1,nirnava23
8277,13409303,Arcicce,"2025-02-27 08:48:40",0.77511,2,arcicce
8278,13409393,behiron,"2025-02-27 09:01:28",0.77511,1,behiron
8279,13403748,Selina_lxx,"2025-02-27 09:19:21",0.77511,13,selinalxx
8280,13409481,"Modi Yu","2025-02-27 09:27:32",0.77511,1,modiyu
8281,13409516,"Welt Klein","2025-02-27 09:32:11",0.77511,1,weltklein
8282,13409526,藤原裕大,"2025-02-27 09:34:04",0.77511,1,yfuji001
8283,13409538,piaozhengxi,"2025-02-27 09:36:02",0.77511,1,piaozhengxi
8284,13409541,WenXingLiao,"2025-02-27 09:36:31",0.77511,1,wenxliao
8285,13409571,gpengy,"2025-02-27 09:41:53",0.77511,1,gpengy
8286,9067400,"Jingjie Xiong","2025-02-27 09:58:49",0.77511,1,jingjiexiong
8287,13409742,TongTonyT,"2025-02-27 10:27:39",0.77511,1,tongtonyt
8288,13409756,EviLi.Sanya,"2025-02-27 10:32:35",0.77511,1,evilisanya
8289,13409794,"Jiangjia Xu","2025-02-27 11:31:34",0.77511,4,maxwellxujj
8290,13409977,"Vishal Reddy #2","2025-02-27 11:32:17",0.77511,1,vishalvaka
8291,13409978,"mary suu","2025-02-27 11:33:16",0.77511,3,marysuu
8292,13405524,huashengxia,"2025-02-27 11:47:46",0.77511,2,huashengxia
8293,13410057,ttyyl02,"2025-02-27 12:22:16",0.77511,8,ttyyl02
8294,13405246,"Elijah #2","2025-02-27 13:37:53",0.77511,7,alifaj
8295,13410329,KRK151004,"2025-02-27 12:58:40",0.77511,1,krk151004
8296,13410334,"Guilherme Borges","2025-02-27 13:00:34",0.77511,1,guilhermeborqua
8297,13399798,AllenKuo0720,"2025-02-27 13:10:15",0.77511,2,allenkuo0720
8298,13410412,xxgsnbxenon,"2025-02-27 13:21:46",0.77511,1,xxgsnbxenon
8299,13410419,ELys__ly,"2025-02-27 13:22:52",0.77511,1,elysly
8300,13410427,sthdurant,"2025-02-27 13:25:41",0.77511,1,sthdurant
8301,13410451,bxkwyy,"2025-02-27 13:30:06",0.77511,1,bxkwyy
8302,13410477,"Steve Huang #3","2025-02-27 13:35:33",0.77511,1,leavesinsunshine
8303,13410545,ZishangCao,"2025-02-27 13:51:18",0.77511,1,zishangcao
8304,13410551,"Kazuma Iwata #2","2025-02-27 13:52:29",0.77511,1,kazumaiwata
8305,13410700,"Benjamin Fosso","2025-02-27 14:24:45",0.77511,1,benjaminfosso
8306,13410785,"Alice Mameli","2025-02-27 14:45:35",0.77511,1,alicemameli
8307,13410852,MPinna,"2025-02-27 14:59:48",0.77511,1,mpinna8
8308,13410857,"Павел Ким","2025-02-27 15:22:18",0.77511,4,pishka12
8309,13410876,"Jennifer BBBBB","2025-02-27 15:04:00",0.77511,1,jenniferbbbbb
8310,13410890,"Besra Berfin Doğru","2025-02-27 15:06:10",0.77511,1,besraberfindoru
8311,13410982,AlejandroPC96,"2025-02-27 15:25:29",0.77511,1,alejandropc96
8312,13411031,"K. Ricanek","2025-02-27 15:44:59",0.77511,2,kricanek
8313,13411098,ChristianSouza,"2025-02-27 16:29:29",0.77511,2,christianrsouza
8314,13411225,"Yongkang Pei","2025-02-27 16:25:03",0.77511,1,yongkangpei
8315,13411262,"Ananya Johri","2025-02-27 16:41:23",0.77511,3,ananyajohri
8316,13411270,WuJNNN,"2025-02-27 16:37:14",0.77511,1,wujnnn
8317,13411391,"Kayla Phan","2025-02-27 17:10:12",0.77511,1,devkayyy
8318,13411408,dipshisingh,"2025-02-27 17:14:52",0.77511,1,dipshisingh101
8319,13411497,"Caroline Rapp","2025-02-27 17:43:34",0.77511,1,carolinerapp
8320,13411498,"Kevin Braiza","2025-02-27 17:43:45",0.77511,1,kevinbraiza
8321,9153597,"Pepe Ceballos","2025-02-27 17:52:09",0.77511,1,pepeceballos
8322,13411570,"Omar Giorgetti","2025-02-27 18:01:23",0.77511,1,omargiorgetti
8323,13411584,Kalmiya1773,"2025-02-27 18:04:53",0.77511,1,kalmiya1773
8324,13411348,"Poorva Wange","2025-02-28 18:50:02",0.77511,12,poorvawange
8325,13411710,"Mohit Chowdhary","2025-02-27 18:40:49",0.77511,1,mohitchowdhary
8326,13410519,"maxence laplane","2025-02-27 19:06:09",0.77511,4,maxencelaplane
8327,13411771,DanCase,"2025-02-27 18:52:21",0.77511,1,dancase
8328,13411725,"Joshua Woodward","2025-02-28 14:39:16",0.77511,3,joshuapwoodwardjriii
8329,13411818,"Asel Torogulova","2025-02-27 19:01:35",0.77511,1,aseltorogulova
8330,13411929,"Raunak Haldipur","2025-02-27 19:25:52",0.77511,2,raunakhaldipur
8331,13411930,raimiya,"2025-03-01 11:13:44",0.77511,2,raimiya
8332,13411931,"Yevhen Chubarov","2025-02-27 19:22:49",0.77511,1,yevhenchubarov
8333,13412036,"Akanksha Janna","2025-02-27 19:44:18",0.77511,1,akankshajanna
8334,13412064,"Silvano Pessoa Dantas","2025-02-27 19:52:21",0.77511,2,silvanopessoadantas
8335,13412484,"Andrea Floyd","2025-02-27 21:32:26",0.77511,2,andreafloyd
8336,13412498,"Igor Gryshakin","2025-02-27 21:33:35",0.77511,1,awentis
8337,13412526,SourabhSharma24,"2025-02-27 21:41:48",0.77511,1,sourabhsharma24
8338,13412666,"Aristides Velásquez","2025-02-27 22:19:20",0.77511,1,aristidesvelsquez
8339,13412815,"Noor Aljirdabi","2025-02-27 23:08:59",0.77511,1,nooraljirdabi
8340,13412852,imohammedansari,"2025-02-28 01:01:36",0.77511,12,imohammedansari
8341,13412970,"Angelica Viteri","2025-02-28 00:05:11",0.77511,1,angelicaviteri
8342,13412991,hc8016,"2025-02-28 00:12:00",0.77511,1,hc8016
8343,13413149,TANQIAN0412,"2025-02-28 00:46:41",0.77511,1,tanqian0412
8344,13413220,Dainny,"2025-02-28 01:21:08",0.77511,1,dainny
8345,13413259,风华@youngwind,"2025-02-28 01:23:08",0.77511,1,fenghua2youngwind
8346,13153565,SHS9215,"2025-02-28 01:25:19",0.77511,6,shs9215
8347,13413327,"Qiyang Shi","2025-02-28 01:39:44",0.77511,1,qiyangshi
8348,13413393,"Daniil Kozlov","2025-02-28 01:56:45",0.77511,1,graticule
8349,13413253,"Wesley Nathan Sy","2025-02-28 02:13:14",0.77511,10,wesleynathansy
8350,13413285,"Isabelle Boongaling","2025-02-28 02:08:54",0.77511,5,isabelleboongaling
8351,13413459,"zhili zhao","2025-02-28 02:14:15",0.77511,1,zhilizhao
8352,13413492,ylhuang,"2025-02-28 02:25:02",0.77511,1,shing02
8353,13413613,TroStLi,"2025-02-28 03:04:30",0.77511,1,trostli
8354,13413761,"Zidane Wright #2","2025-02-28 03:50:10",0.77511,1,wizdmz
8355,13413797,"Eli Watts","2025-02-28 03:53:40",0.77511,1,eliwatts
8356,13413914,SebastianHurtado19,"2025-03-01 05:39:31",0.77511,2,sebastianhurtado19
8357,13413933,"alberto gorathim","2025-02-28 04:24:27",0.77511,1,albertogorathim
8358,13413985,"Flor Mikaela Gonzales","2025-02-28 05:22:06",0.77511,4,flormikaelagonzales
8359,13410083,"Adil bhartiya","2025-03-02 02:33:13",0.77511,17,adilbhartiya
8360,13414060,"Connor Jones #2","2025-02-28 04:53:42",0.77511,1,connorjones1
8361,13414062,"Aditi Kumari","2025-02-28 04:53:48",0.77511,1,aditi0411
8362,13413954,"Ahmed Ramos","2025-02-28 05:08:45",0.77511,5,ahmedramos
8363,13414108,"Ignacio Azua","2025-02-28 05:06:32",0.77511,1,ignacioazua
8364,13414126,"Elvin Roy","2025-02-28 05:10:27",0.77511,1,elvinroy
8365,13400770,"Jakub Muzyk","2025-03-02 05:03:29",0.77511,24,jakubmuzyk
8366,13413997,"Bonne Glandale Dadis","2025-02-28 05:27:10",0.77511,10,bonneglandaledadis
8367,13414216,"I-Hsuan Chen","2025-02-28 05:33:12",0.77511,1,ihsuanchen
8368,13414280,"Michael Hallett","2025-02-28 05:47:31",0.77511,1,kiteslider
8369,13414324,"Hyejun Koo","2025-02-28 05:58:24",0.77511,1,hyejunkoo
8370,13414360,"Arsim Novaj","2025-02-28 06:06:27",0.77511,1,arsimnovaj
8371,13389526,"Isaac #11","2025-02-28 06:14:52",0.77511,4,isaacheyahung0118
8372,13414421,"ChivaLry Cieux","2025-02-28 06:21:33",0.77511,1,chivalrycieux
8373,13414592,BenS6tx,"2025-02-28 06:59:08",0.77511,1,bens6tx
8374,13414583,lyjlyj111,"2025-03-01 04:18:04",0.77511,6,lyjlyj111
8375,8949716,bhyunco,"2025-02-28 07:39:27",0.77511,5,bhyunco
8376,13392369,Jello2025,"2025-02-28 07:49:17",0.77511,5,jello2025
8377,13392349,"bongsic yoon","2025-02-28 07:50:42",0.77511,11,bongsicyoon
8378,13414863,yonemasa,"2025-02-28 08:28:29",0.77511,4,yonemasa
8379,13414984,"Piyush Jha","2025-02-28 08:14:03",0.77511,1,jhapiyush44
8380,13415113,ChrissaDG,"2025-02-28 08:41:34",0.77511,1,chrissadg
8381,13349356,Harikarthikeyan,"2025-02-28 08:51:24",0.77511,2,harikarthikeyan
8382,13415170,"SOUMEN 75","2025-02-28 08:54:10",0.77511,1,soumen75
8383,13415202,muthanii,"2025-02-28 09:05:52",0.77511,2,muthanii
8384,13415223,"Anurag Jha #2","2025-02-28 09:07:59",0.77511,1,aj1313k
8385,13415249,"Lohithaa Prabakaran","2025-02-28 09:13:00",0.77511,1,lohithaaprabakaran
8386,13415420,"Naenqi Li","2025-02-28 10:57:29",0.77511,6,naenqili
8387,136274,"Anirban Ghosh","2025-02-28 10:05:47",0.77511,1,anir1ghosh
8388,13415462,Harshitha92,"2025-02-28 10:08:49",0.77511,1,harshitha92
8389,13415486,DoneDonehh,"2025-02-28 14:50:49",0.77511,2,donedonehh
8390,13415593,d3p4rt,"2025-02-28 10:38:14",0.77511,1,d3p4rt
8391,8194359,b05610028,"2025-02-28 10:38:20",0.77511,1,b05610028
8392,13415649,"William Lien","2025-02-28 11:27:29",0.77511,2,williamlien
8393,13415658,yunpiaopiao,"2025-02-28 10:56:37",0.77511,1,yunpiaopiao
8394,13415778,"Diego Mendoza de León","2025-02-28 11:27:05",0.77511,1,diegomendozadelen
8395,13415786,"Areeb Dad Khan","2025-02-28 11:30:08",0.77511,1,areebdadkhan
8396,13415813,"LI FAN","2025-02-28 12:58:40",0.77511,8,anya19970410
8397,13415832,monkey74,"2025-02-28 11:42:55",0.77511,1,monkey74
8398,13415947,"Inessa Orlova","2025-02-28 12:10:14",0.77511,1,inessaorlova
8399,13416090,"Danky #2","2025-02-28 12:34:19",0.77511,2,dankyyan
8400,13416101,"Jzday Dan","2025-02-28 12:36:21",0.77511,1,jzdaydan
8401,13416160,"Tiffany Prophet","2025-02-28 12:50:30",0.77511,1,tiffanyprophet
8402,12041498,"Nadir Fasola","2025-02-28 12:58:29",0.77511,2,nadirfasola
8403,13010455,"Birathiban Thavarajah","2025-02-28 13:04:03",0.77511,1,birathibanthavarajah
8404,13416390,"Sigit Prawira Hadi (Sigit)","2025-02-28 13:21:06",0.77511,1,sikking100
8405,13416410,"zhiwei lin1653","2025-02-28 13:24:36",0.77511,1,zhiweilin1653
8406,13416467,zzfzzz,"2025-02-28 13:32:26",0.77511,1,zzfzzz
8407,13416523,"Andrew #47","2025-02-28 13:39:38",0.77511,1,p81b13814l20
8408,13416609,Niva4959,"2025-02-28 13:53:14",0.77511,1,niva4959
8409,13416676,"Antonios Karvelas","2025-02-28 14:00:59",0.77511,1,antonioskarvelas
8410,13416772,"Egor Vovk","2025-02-28 14:19:51",0.77511,1,egorvovk
8411,13416894,gengwenshuai,"2025-02-28 14:41:52",0.77511,1,gengwenshuai
8412,13416895,"Joyce Vas","2025-02-28 14:42:31",0.77511,1,joycevas
8413,13417054,"Kalpesh Ahire","2025-02-28 15:14:31",0.77511,1,kalpeshahire
8414,13417077,"Liangsheng Wang","2025-02-28 15:22:23",0.77511,1,liangshengwang
8415,13417078,"Amy Yan","2025-02-28 15:52:57",0.77511,8,amyyan1
8416,13417158,"Zach #13","2025-02-28 15:48:02",0.77511,3,neozymandias
8417,13417226,"John Golembiowski","2025-02-28 15:54:48",0.77511,1,johngolembiowski
8418,13417334,cecocebe,"2025-02-28 16:12:39",0.77511,1,cecocebe
8419,13417340,"Yannyyy ZHENG","2025-02-28 17:04:35",0.77511,4,yannyyyzheng
8420,13417379,gaotengfei,"2025-03-03 03:40:55",0.77511,11,gaotengfei
8421,13417459,TheYash74,"2025-02-28 16:38:33",0.77511,1,theyash74
8422,13417548,"Sravan pant","2025-02-28 16:53:43",0.77511,1,sravanpant
8423,13417558,ryankol,"2025-02-28 16:55:51",0.77511,1,ryankol
8424,13417618,"Hazel Marcucella","2025-02-28 17:10:50",0.77511,1,hazelmarcucella
8425,13417631,ChristopherAlter,"2025-02-28 17:12:15",0.77511,1,christopheralter
8426,13417650,"Jai Abhishek A N","2025-02-28 17:15:56",0.77511,1,jaiabhishekan
8427,13417662,‍이건협,"2025-02-28 17:17:27",0.77511,1,geonhyup
8428,13417678,Anthony_Li,"2025-02-28 17:23:56",0.77511,1,lianran05
8429,13417747,"Victor Pontual Guedes Arruda Nóbrega","2025-02-28 17:39:45",0.77511,1,victorpontual
8430,13417751,"Claire X Lee","2025-02-28 17:40:27",0.77511,1,clairexlee
8431,13417932,"Ravi Chandan","2025-02-28 18:21:46",0.77511,2,ravichandanrc
8432,13418022,"Alexandria Garman","2025-02-28 18:48:06",0.77511,1,codingwithalex
8433,13418027,"Paolo Licheri","2025-02-28 18:51:31",0.77511,1,paololicheri
8434,13418143,"Stephanie Tian","2025-02-28 19:21:57",0.77511,1,stian12345
8435,13418249,"Ben Leskauskas","2025-02-28 19:54:54",0.77511,1,benleskauskas
8436,13418268,"Prudvik Seemakurthi","2025-03-03 03:23:11",0.77511,3,prudvikseemakurthi
8437,13418308,regarded_learner,"2025-02-28 20:21:02",0.77511,1,regardedlearner
8438,13418338,"Ethan M #2","2025-02-28 20:33:34",0.77511,1,emacson
8439,13357063,"Anshika Agarwal","2025-03-01 08:48:18",0.77511,8,anshikaagarwal98
8440,13418348,"ABDALLAH ALJABRAH","2025-02-28 20:37:48",0.77511,1,abdallahaljabrah
8441,13418438,"Colin Huntley","2025-02-28 21:04:19",0.77511,1,colinhuntley
8442,13418512,ntrkii,"2025-02-28 21:26:36",0.77511,1,nadiatrikii
8443,13418515,JReis,"2025-02-28 21:28:57",0.77511,2,jsreis
8444,13418592,"James Agresto","2025-03-03 20:38:50",0.77511,3,jamesagresto
8445,13418626,"Ryan Brinckman","2025-02-28 22:13:48",0.77511,1,ryanbrinckman
8446,13418750,"Haolin He","2025-02-28 23:40:35",0.77511,9,haolinhe
8447,13389517,MapleSuNny,"2025-03-01 00:42:03",0.77511,10,maplesunny
8448,13419022,angelodstorres,"2025-03-01 01:21:10",0.77511,1,angelodstorres
8449,13419057,"Cecilia Zuniga","2025-03-01 01:36:31",0.77511,1,ceciliazuniga
8450,13419264,xuyanlei,"2025-03-01 02:55:46",0.77511,1,xuyanlei
8451,13419301,"Hadrian Wong","2025-03-04 07:35:19",0.77511,2,hadrianwong
8452,13419317,"li qianchun","2025-03-01 03:15:54",0.77511,1,liqianchun
8453,13419380,"Duy Trần","2025-03-01 03:40:43",0.77511,1,duyacquy
8454,6942022,hackysack,"2025-03-01 05:27:32",0.77511,5,henesys
8455,13419581,"Nikhil Wilson","2025-03-01 04:52:14",0.77511,1,kaggleuswer
8456,13419656,"Ayush Bhatt","2025-03-01 05:16:34",0.77511,1,ayushbhatt10
8457,13419716,"Deng Angela","2025-03-01 05:33:38",0.77511,1,dengangela
8458,13419762,"Farhan Ahmed #4","2025-03-01 05:44:13",0.77511,1,farhanahmed009
8459,13419870,Lion.Wiky,"2025-03-01 06:13:20",0.77511,1,lionwiky
8460,13420129,"Sai Srinivas Reddy CV","2025-03-01 07:25:23",0.77511,1,saisrinivasreddycv
8461,13420188,ameo,"2025-03-01 07:44:26",0.77511,10,manhku1211
8462,13420245,"Smriti Dawane","2025-03-01 07:52:07",0.77511,1,smritidawane
8463,13357082,"Shubhaa Chawla","2025-03-01 08:05:21",0.77511,5,shubhaachawla
8464,11662758,NetCPH,"2025-03-01 08:13:45",0.77511,1,netcph
8465,13420323,"Yaning QU","2025-03-01 09:07:24",0.77511,5,yaningqu
8466,13420409,"Maximilian Höllwarth","2025-03-01 08:34:38",0.77511,1,maximilianhllwarth
8467,13420477,"Sahaj Sutariya","2025-03-01 08:52:38",0.77511,1,sahajsutariya
8468,13420485,zhouhongyu6688,"2025-03-01 08:54:54",0.77511,1,zhouhongyu6688
8469,13420564,"Hifza karim","2025-03-01 09:17:16",0.77511,1,hifzakarim
8470,13420566,"shuai liaaa","2025-03-01 09:20:01",0.77511,1,shuailiaaa
8471,13420624,"Ankit V Mohan","2025-03-01 09:38:09",0.77511,1,ankitvmohan
8472,13420837,"Batuhan Aksüt","2025-03-01 10:37:05",0.77511,1,batuhanakst
8473,13420841,NeckofNickey13,"2025-03-01 10:37:35",0.77511,1,neckofnickey13
8474,13420899,"Shimul Roy","2025-03-01 11:01:42",0.77511,2,shimulroy
8475,13421007,suhrob_sa,"2025-03-01 11:17:25",0.77511,1,suhrobsa
8476,13421018,"Dennis Fial","2025-03-01 11:30:35",0.77511,1,dennisfial
8477,13421162,"yixuan li","2025-03-01 11:51:21",0.77511,1,assasinatee
8478,13421239,AlexQ,"2025-03-01 12:08:30",0.77511,1,aleksq
8479,13421248,bblyyds,"2025-03-01 12:11:32",0.77511,1,bblyyds
8480,11031184,MarkyTMark,"2025-03-01 12:37:15",0.77511,2,markytmark
8481,6696744,sashapiv,"2025-03-01 12:42:42",0.77511,2,sashapiv
8482,13421463,"Yuanxi Wang","2025-03-01 13:03:39",0.77511,1,dol0res
8483,13421557,"haizi haizi","2025-03-01 13:51:00",0.77511,2,haizihaizi
8484,13421576,"Nick Luo","2025-03-01 13:28:18",0.77511,1,lqbilbo
8485,13421578,SethLu_BJ,"2025-03-01 13:28:50",0.77511,1,sethlubj
8486,13421647,"Jonas Hager","2025-03-01 13:43:19",0.77511,1,jonashager
8487,13421682,"Laura Gonsior","2025-03-01 13:53:20",0.77511,1,lauragonsior
8488,13421775,"Quasar Lee","2025-03-01 14:19:17",0.77511,1,quasarlee
8489,13421781,"Molefi Moeketsi","2025-03-01 14:20:30",0.77511,1,molefimoeketsi
8490,13421987,"Vaishnavi Pagad","2025-03-01 15:06:48",0.77511,1,vaishnavipagad
8491,13421993,"Michael Addis","2025-03-01 15:07:46",0.77511,1,michaeladdis
8492,13422093,yuyufei,"2025-03-01 15:32:00",0.77511,1,yuyufe
8493,13422356,"Samvit Mavinkurve","2025-03-01 16:39:21",0.77511,1,samvitmavinkurve
8494,13422353,"Ludovic Mulat #2","2025-03-01 17:07:50",0.77511,3,ludovicmulat1
8495,13422493,"Shivraj Patil","2025-03-01 17:12:21",0.77511,1,shivrajpatil79
8496,13422568,"Yacoub Hamoud Sidi Brahim","2025-03-01 17:38:19",0.77511,1,yacoubhamoud
8497,13422569,Uchan7052,"2025-03-01 17:38:26",0.77511,1,uchan7052
8498,13422681,"Che Xinyun","2025-03-01 18:07:25",0.77511,1,chexinyun
8499,13422692,"Ramya Bhaskaran","2025-03-01 18:11:48",0.77511,1,ramyabhaskaran
8500,13422507,"Alireza Eidgah","2025-03-01 18:24:15",0.77511,4,alirezaeidgah
8501,13422847,"Indy Guy","2025-03-02 03:07:24",0.77511,2,indyguy
8502,9736547,onejun_park,"2025-03-01 20:05:52",0.77511,2,onejunpark
8503,13423061,"farouk bouajila","2025-03-01 20:22:42",0.77511,1,faroukbouajila
8504,13423067,FamedPompano,"2025-03-01 20:42:15",0.77511,3,famedpompano
8505,13423232,"Fernando Meneses","2025-03-01 21:44:33",0.77511,1,fernandohmeneses
8506,13423262,"Pragya Agarwal","2025-03-01 21:59:56",0.77511,1,pragyaagarwal15
8507,13423263,"Nathan Krieger","2025-03-01 22:00:04",0.77511,1,nathankrieger
8508,13423282,"Andrew #48","2025-03-01 22:06:35",0.77511,1,adenhertog
8509,13423301,"Anton Sivko","2025-03-01 22:14:00",0.77511,1,antonsivko
8510,13423272,"Kenneth Owusu Boakye","2025-03-01 22:25:59",0.77511,4,kennethowusuboakye
8511,13423380,"Tom Woody","2025-03-01 22:57:58",0.77511,1,tomwoody
8512,13423390,suzukidriver,"2025-03-01 23:29:41",0.77511,5,suzukidriver
8513,13423562,"Brendan Cunningham","2025-03-02 00:37:49",0.77511,1,cunninghamb
8514,13423809,"vijayasoundhar s","2025-03-02 02:45:11",0.77511,1,vijayasoundhars
8515,13423611,"yoshihisa kitano","2025-03-02 03:05:05",0.77511,2,yoshihisakitano
8516,13423884,"D ZHOU","2025-03-02 03:16:44",0.77511,1,dzhou369
8517,13423893,"zim zhao","2025-03-02 03:20:09",0.77511,1,zimzhao
8518,13423913,"haiyun lee","2025-03-02 03:27:40",0.77511,1,haiyunlee
8519,13423923,q437wang,"2025-03-02 03:30:02",0.77511,1,q437wang
8520,13423963,s1yvia,"2025-03-02 03:45:25",0.77511,1,s1yvia
8521,13423971,"Labmem Tang","2025-03-02 03:48:46",0.77511,1,labmemtang
8522,13423972,"Muhammad Junaid Shaikh","2025-03-02 03:48:48",0.77511,1,junaid215
8523,13424015,"Ella Wong 12","2025-03-02 04:06:58",0.77511,1,ellawong12
8524,13424051,lucy34,"2025-03-02 04:25:38",0.77511,2,lucy34
8525,13424065,"Nikhil Sharma #12","2025-03-02 04:43:42",0.77511,1,nikhil9sharma
8526,13424099,TongXu13,"2025-03-02 04:44:30",0.77511,1,tongxu13
8527,13424125,PHMTB,"2025-03-02 04:52:23",0.77511,1,pathmtb
8528,13424084,"Ali Tarkian","2025-03-04 03:25:39",0.77511,7,alitarkian
8529,13424152,"Ace Chen V","2025-03-02 05:31:43",0.77511,3,acechenv
8530,13424172,henryht,"2025-03-02 05:15:09",0.77511,1,henryhtht
8531,13424241,"Tejas Mahajan #4","2025-03-02 05:38:45",0.77511,1,tejas242
8532,13424672,"Clancy qwq","2025-03-02 06:44:30",0.77511,1,clancyqwq
8533,13424695,"Anas Shahid","2025-03-02 06:48:41",0.77511,1,anasshahid23
8534,13424722,"Boontawat Kumpiroj","2025-03-02 06:55:34",0.77511,1,arcademachine
8535,13424741,Jason_Qia,"2025-03-02 07:01:15",0.77511,1,jasonqia
8536,13424789,"Dhanesh Ramesh","2025-03-02 07:16:49",0.77511,1,dhaneshramesh
8537,13424848,Kintashfall,"2025-03-02 07:31:39",0.77511,2,kintashfall
8538,13424889,Tryrule,"2025-03-02 07:41:18",0.77511,1,tryrule
8539,13424921,"Udit Dwivedi","2025-03-02 07:49:42",0.77511,1,uditdwivedi
8540,13425061,"Alasya Rolls","2025-03-02 09:44:35",0.77511,2,alasyarolls
8541,13425103,智云扬shuai,"2025-03-02 08:37:06",0.77511,1,zhiyunyang666
8542,13425140,moyudajiangjun,"2025-03-02 08:46:15",0.77511,1,moyudajiangjun
8543,13425260,"rohit raj #2","2025-03-02 09:19:42",0.77511,1,raj992722
8544,9263545,SerialK,"2025-03-02 09:22:16",0.77511,1,serialk
8545,13425332,"Adrian Erissle Refuerzo","2025-03-02 09:37:36",0.77511,1,aerissrefuerzo
8546,13425353,"Aoife Gaughan","2025-03-02 09:43:07",0.77511,1,aoifegaughan
8547,13425541,"Daniil Jarykaou","2025-03-03 23:31:20",0.77511,4,daniiljarykaou
8548,12516770,"abdulelah ali alturki","2025-03-02 12:32:23",0.77511,2,abdulelahalialturki
8549,13425761,"Tom Norburn","2025-03-02 11:45:35",0.77511,1,tomnorburn
8550,13425902,FamOfHay,"2025-03-02 12:23:24",0.77511,1,famofhay
8551,13426032,"Ui-hyeon Jeong","2025-03-02 12:52:46",0.77511,1,uihyeonjeong
8552,13426033,"Claire Blakeway","2025-03-02 12:52:52",0.77511,1,claireblakeway
8553,13426093,黄Y2829,"2025-03-02 13:11:54",0.77511,1,y199810
8554,13426030,"Mehmet Özel","2025-03-02 13:16:56",0.77511,2,mehmetozell
8555,12524960,"Clara Gelston","2025-03-02 13:23:59",0.77511,1,claragelston
8556,13426326,qi4820,"2025-03-02 14:02:20",0.77511,2,qi4820
8557,13426341,"Akshith Bellare","2025-03-02 14:03:35",0.77511,1,akshithbellare
8558,13426355,Nugget-Cloud,"2025-03-02 14:07:19",0.77511,1,nuggetcloud
8559,13426552,"Jaswanth Surabattula #2","2025-03-02 14:53:42",0.77511,1,jaswanthsurabattula
